0.00	0.0000
0.25	0.0670
0.50	0.2018
0.75	0.3122
1.00	0.3503
1.25	0.3215
1.50	0.2635
1.75	0.2159
2.00	0.1995
2.25	0.2120
2.50	0.2369
2.75	0.2574
3.00	0.2644
3.25	0.2591
3.50	0.2483
3.75	0.2395
4.00	0.2365
4.25	0.2388
4.50	0.2434
4.75	0.2472
5.00	0.2485
5.25	0.2475
5.50	0.2455
5.75	0.2439
6.00	0.2433
6.25	0.2438
6.50	0.2446
6.75	0.2453
7.00	0.2456
7.25	0.2454
7.50	0.2450
7.75	0.2447
8.00	0.2446
8.25	0.2447
8.50	0.2448
8.75	0.2450
9.00	0.2450
9.25	0.2450
9.50	0.2450
9.75	0.2450
10.00	0.2450
